1709588580 , 1  
1709588587 , 0  
1709588593 , 25  
1709588599 , 36  
1709588605 , 49  
1709588611 , 23  
1709588618 , 61  
1709588624 , 40  
1709588630 , 39  
1709588636 , 18  
1709588643 , 41  
1709588649 , 66  
1709588655 , 46  
1709588661 , 23  
1709588668 , 36  
1709588674 , 38  
1709588680 , 56  
1709588686 , 55  
1709588693 , 12  
1709588699 , 70  
1709588705 , 50  
1709588711 , 102  
1709588717 , 41  
1709588724 , 29  
1709588730 , 54  
1709588736 , 44  
1709588743 , 9  
1709588749 , 31  
1709588755 , 29  
1709588761 , 38  
1709588767 , 45  
1709588774 , 12  
1709588780 , 64  
1709588786 , 38  
1709588792 , 31  
1709588799 , 23  
1709588805 , 31  
1709588811 , 88  
1709588817 , 34  
1709588824 , 50  
1709588830 , 20  
1709588836 , 19  
1709588842 , 47  
1709588848 , 31  
1709588855 , 61  
1709588861 , 47  
1709588867 , 24  
1709588873 , 56  
1709588880 , 30  
1709588886 , 41  
1709588892 , 24  
1709588898 , 14  
1709588905 , 46  
1709588911 , 57  
1709588917 , 28  
1709588923 , 26  
1709588930 , 28  
1709588936 , 73  
1709588942 , 36  
1709588948 , 68  
1709588955 , 32  
1709588961 , 42  
1709588967 , 56  
1709588973 , 28  
1709588980 , 41  
1709588986 , 26  
1709588992 , 40  
1709588998 , 36  
1709589004 , 24  
1709589011 , 29  
1709589017 , 53  
1709589023 , 62  
1709589029 , 47  
1709589036 , 14  
1709589042 , 56  
1709589048 , 19  
1709589054 , 61  
1709589061 , 23  
1709589067 , 55  
1709589073 , 36  
1709589079 , 42  
1709589086 , 51  
1709589092 , 54  
1709589098 , 53  
1709589104 , 62  
1709589111 , 93  
1709589117 , 24  
1709589123 , 14  
1709589129 , 110  
1709589135 , 12  
1709589142 , 41  
1709589148 , 60  
1709589154 , 25  
1709589160 , 10  
1709589167 , 43  
1709589173 , 49  
1709589179 , 27  
1709589185 , 61  
1709589192 , 66  
1709589198 , 1  
1709589204 , 42  
1709589210 , 63  
1709589216 , 108  
1709589223 , 22  
1709589229 , 10  
1709589235 , 54  
1709589241 , 49  
1709589247 , 43  
1709589254 , 45  
1709589260 , 47  
1709589266 , 54  
1709589272 , 30  
1709589279 , 20  
1709589285 , 62  
1709589291 , 75  
1709589297 , 39  
1709589303 , 48  
1709589310 , 13  
1709589316 , 27  
1709589322 , 47  
1709589329 , 69  
1709589335 , 38  
1709589341 , 64  
1709589347 , 55  
1709589353 , 81  
1709589360 , 14  
1709589366 , 61  
1709589372 , 21  
1709589378 , 25  
1709589384 , 14  
1709589391 , 3  
1709589397 , 32  
1709589403 , 12  
1709589409 , 19  
1709589415 , 2  
1709589422 , 23  
1709589428 , 27  
1709589434 , 11  
1709589440 , 65  
1709589446 , 1  
1709589453 , 33  
1709589459 , 19  
1709589465 , 88  
1709589471 , 17  
1709589478 , 52  
1709589484 , 37  
1709589490 , 31  
1709589496 , 13  
1709589502 , 28  
1709589509 , 68  
1709589515 , 32  
1709589521 , 26  
1709589527 , 3  
1709589534 , 25  
1709589540 , 38  
1709589546 , 9  
1709589552 , 71  
1709589559 , 28  
1709589565 , 64  
1709589571 , 23  
1709589577 , 36  
1709589584 , 128  
1709589590 , 26  
1709589596 , 68  
1709589602 , 41  
1709589608 , 16  
1709589615 , 20  
1709589621 , 74  
1709589627 , 57  
1709589633 , 46  
1709589640 , 60  
1709589646 , 20  
1709589652 , 22  
1709589658 , 45  
1709589665 , 52  
1709589671 , 26  
1709589677 , 79  
1709589683 , 47  
1709589689 , 41  
1709589696 , 37  
1709589702 , 37  
1709589708 , 38  
1709589715 , 35  
1709589721 , 43  
1709589727 , 22  
1709589733 , 11  
1709589740 , 21  
1709589746 , 14  
1709589752 , 29  
1709589758 , 51  
1709589764 , 2  
1709589771 , 18  
1709589777 , 10  
1709589783 , 35  
1709589789 , 39  
1709589796 , 57  
1709589802 , 14  
1709589808 , 66  
1709589814 , 54  
1709589821 , 34  
1709589827 , 53  
1709589833 , 52  
1709589839 , 37  
1709589846 , 55  
1709589852 , 61  
1709589858 , 45  
1709589864 , 64  
1709589871 , 19  
1709589877 , 75  
